interval,transfer,bitrate,retr,cwnd,timestamp,%user,%nice,%system,%iowait,%steal,%idle[...]
1,30.6,257,34,485,2024-11-04 23:07:31,7.83,0.0,0.0,0.0,0.0,92.17
2,30.0,252,0,545,2024-11-04 23:07:32,0.26,0.0,26.28,0.26,0.0,73.21
3,30.0,252,0,585,2024-11-04 23:07:33,0.26,0.0,28.9,0.0,0.0,70.84
4,29.8,250,1,449,2024-11-04 23:07:34,0.0,0.0,28.46,0.0,0.0,71.54
5,30.1,253,0,493,2024-11-04 23:07:35,0.26,0.0,28.61,0.0,0.0,71.13
6,29.8,250,0,533,2024-11-04 23:07:36,0.0,0.0,28.72,0.0,0.0,71.28
7,28.6,240,0,569,2024-11-04 23:07:37,2.3,0.0,29.41,0.0,0.0,68.29
8,29.9,251,3,435,2024-11-04 23:07:38,25.64,0.0,28.72,0.0,0.0,45.64
9,30.0,252,0,495,2024-11-04 23:07:39,1.28,0.0,28.64,0.0,0.0,70.08
10,30.0,252,0,538,2024-11-04 23:07:40,0.0,0.0,29.52,0.0,0.0,70.48
11,28.8,241,0,566,2024-11-04 23:07:41,0.26,0.0,28.83,0.0,0.0,70.92
12,30.0,252,0,585,2024-11-04 23:07:42,1.54,0.0,29.23,0.26,0.0,68.97
13,29.1,244,1,449,2024-11-04 23:07:43,0.51,0.0,28.21,0.0,0.0,71.28
14,29.1,244,0,490,2024-11-04 23:07:44,6.62,0.0,29.26,0.0,0.0,64.12
15,29.6,249,0,531,2024-11-04 23:07:45,22.11,0.0,28.79,0.0,0.0,49.1
16,29.1,244,0,569,2024-11-04 23:07:46,0.51,0.0,28.28,0.0,0.0,71.21
17,29.8,250,2,436,2024-11-04 23:07:47,0.25,0.0,29.87,0.0,0.0,69.87
18,30.0,252,0,495,2024-11-04 23:07:48,0.51,0.0,28.32,0.0,0.0,71.17
19,29.8,250,0,538,2024-11-04 23:07:49,0.76,0.0,29.04,0.0,0.0,70.2
20,29.9,251,0,566,2024-11-04 23:07:50,0.26,0.0,28.9,0.0,0.0,70.84
21,27.2,229,28,430,2024-11-04 23:07:51,0.26,0.0,28.09,0.0,0.0,71.65
22,28.0,235,0,473,2024-11-04 23:07:52,16.54,0.0,29.01,0.51,0.0,53.94
23,28.9,242,0,513,2024-11-04 23:07:53,13.01,0.0,29.08,0.0,0.0,57.91
24,28.5,239,0,550,2024-11-04 23:07:54,0.0,0.0,29.41,0.0,0.0,70.59
25,28.9,242,0,585,2024-11-04 23:07:55,0.51,0.0,29.34,0.0,0.0,70.15
26,28.4,238,0,618,2024-11-04 23:07:56,0.51,0.0,28.75,0.0,0.0,70.74
27,29.6,249,1,485,2024-11-04 23:07:57,0.51,0.0,29.74,0.0,0.0,69.74
28,28.9,242,0,542,2024-11-04 23:07:58,0.0,0.0,28.53,0.0,0.0,71.47
29,27.8,233,0,580,2024-11-04 23:07:59,0.26,0.0,28.79,0.0,0.0,70.95
30,29.5,247,1,430,2024-11-04 23:08:00,25.06,0.0,29.11,0.0,0.0,45.82
31,29.1,244,66,355,2024-11-04 23:08:01,4.63,0.0,28.79,0.0,0.0,66.58
32,30.2,254,0,409,2024-11-04 23:08:02,0.52,0.0,29.02,0.26,0.0,70.21
33,29.9,251,0,457,2024-11-04 23:08:03,0.26,0.0,28.64,0.0,0.0,71.1
34,30.0,252,0,500,2024-11-04 23:08:04,0.51,0.0,28.21,0.0,0.0,71.28
35,30.2,254,0,541,2024-11-04 23:08:05,0.26,0.0,29.05,0.0,0.0,70.69
36,28.8,241,36,417,2024-11-04 23:08:06,0.25,0.0,29.01,0.0,0.0,70.74
37,27.5,231,0,475,2024-11-04 23:08:07,7.27,0.0,28.57,4.68,0.0,59.48
38,28.9,242,0,517,2024-11-04 23:08:08,21.43,0.0,29.34,0.0,0.0,49.23
39,29.4,246,0,542,2024-11-04 23:08:09,0.26,0.0,28.97,0.0,0.0,70.77
40,29.4,246,0,567,2024-11-04 23:08:10,0.26,0.0,28.9,0.0,0.0,70.84
41,29.4,246,0,602,2024-11-04 23:08:11,0.25,0.0,29.44,0.0,0.0,70.3
42,29.6,249,2,481,2024-11-04 23:08:12,0.26,0.0,28.28,2.31,0.0,69.15
43,28.5,239,123,380,2024-11-04 23:08:13,0.26,0.0,29.16,0.0,0.0,70.59
44,28.2,237,0,430,2024-11-04 23:08:14,0.0,0.0,27.95,0.0,0.0,72.05
45,29.4,246,0,474,2024-11-04 23:08:15,15.56,0.0,28.83,0.0,0.0,55.61
46,29.9,251,0,516,2024-11-04 23:08:16,13.92,0.0,28.87,0.0,0.0,57.22
47,29.8,250,0,553,2024-11-04 23:08:17,0.51,0.0,29.11,0.0,0.0,70.38
48,28.2,237,0,589,2024-11-04 23:08:18,0.77,0.0,29.41,5.88,0.0,63.94
49,26.0,218,1,473,2024-11-04 23:08:19,9.51,0.0,35.48,7.71,0.0,47.3
50,28.0,235,0,521,2024-11-04 23:08:20,5.67,0.0,54.12,2.84,0.0,37.37
51,29.8,250,0,555,2024-11-04 23:08:21,5.97,0.0,37.66,2.34,0.0,54.03
52,28.4,238,8,402,2024-11-04 23:08:22,1.53,0.0,30.36,9.95,0.0,58.16
53,28.4,238,0,446,2024-11-04 23:08:23,0.51,0.0,28.97,0.0,0.0,70.51
54,29.8,250,0,490,2024-11-04 23:08:24,0.26,0.0,28.61,0.0,0.0,71.13
55,29.9,251,0,531,2024-11-04 23:08:25,1.5,0.0,29.57,0.0,0.0,68.92
56,29.9,251,0,569,2024-11-04 23:08:26,0.25,0.0,29.26,0.0,0.0,70.48
57,29.4,246,3,436,2024-11-04 23:08:27,0.26,0.0,29.08,0.0,0.0,70.66
58,29.9,251,0,497,2024-11-04 23:08:28,0.26,0.0,27.6,1.82,0.0,70.31
59,29.9,251,42,382,2024-11-04 23:08:29,0.51,0.0,29.62,0.0,0.0,69.87
60,29.4,246,0,432,2024-11-04 23:08:30,0.77,0.0,28.53,0.0,0.0,70.69
61,29.0,243,65,358,2024-11-04 23:08:31,0.0,0.0,28.72,0.0,0.0,71.28
62,29.9,251,0,412,2024-11-04 23:08:32,0.51,0.0,27.55,0.0,0.0,71.94
63,29.9,251,0,459,2024-11-04 23:08:33,0.0,0.0,29.12,13.4,0.0,57.47
64,29.9,251,0,502,2024-11-04 23:08:34,0.26,0.0,29.08,24.49,0.0,46.17
65,29.8,250,0,541,2024-11-04 23:08:35,0.26,0.0,28.35,24.48,0.0,46.91
66,28.6,240,175,408,2024-11-04 23:08:36,0.0,0.0,30.28,4.83,0.0,64.89
67,29.9,251,0,470,2024-11-04 23:08:37,0.5,0.0,30.85,30.85,0.0,37.81
68,28.2,237,0,514,2024-11-04 23:08:38,0.77,0.0,29.31,0.51,0.0,69.41
69,29.1,244,0,543,2024-11-04 23:08:39,0.51,0.0,28.64,0.0,0.0,70.84
70,29.4,246,0,566,2024-11-04 23:08:40,0.26,0.0,28.35,0.0,0.0,71.39
71,28.9,242,2,420,2024-11-04 23:08:41,0.25,0.0,29.72,0.0,0.0,70.03
72,29.5,247,0,485,2024-11-04 23:08:42,0.52,0.0,28.61,0.0,0.0,70.88
73,28.0,235,0,533,2024-11-04 23:08:43,1.28,0.0,29.08,0.51,0.0,69.13
74,28.4,238,0,566,2024-11-04 23:08:44,6.87,0.0,29.01,0.0,0.0,64.12
75,28.1,236,0,586,2024-11-04 23:08:45,22.11,0.0,29.05,0.0,0.0,48.84
76,28.5,239,0,604,2024-11-04 23:08:46,0.51,0.0,28.28,0.0,0.0,71.21
77,28.8,241,0,636,2024-11-04 23:08:47,0.51,0.0,29.01,0.0,0.0,70.48
78,28.9,242,2,498,2024-11-04 23:08:48,0.26,0.0,29.23,0.26,0.0,70.26
79,29.8,250,0,556,2024-11-04 23:08:49,0.76,0.0,29.37,0.0,0.0,69.87
80,28.5,239,0,598,2024-11-04 23:08:50,0.51,0.0,28.9,0.0,0.0,70.59
81,28.2,237,1,447,2024-11-04 23:08:51,0.51,0.0,29.01,0.0,0.0,70.48
82,29.0,243,0,488,2024-11-04 23:08:52,16.79,0.0,29.77,0.0,0.0,53.44
83,29.9,251,0,528,2024-11-04 23:08:53,12.24,0.0,28.83,0.51,0.0,58.42
84,30.4,255,0,566,2024-11-04 23:08:54,0.51,0.0,28.02,0.0,0.0,71.47
85,29.2,245,2,432,2024-11-04 23:08:55,0.26,0.0,28.57,0.0,0.0,71.17
86,29.4,246,0,493,2024-11-04 23:08:56,0.0,0.0,28.01,0.0,0.0,71.99
87,29.9,251,0,537,2024-11-04 23:08:57,1.02,0.0,30.53,0.0,0.0,68.45
88,29.4,246,0,565,2024-11-04 23:08:58,0.26,0.0,28.53,0.26,0.0,70.95
89,28.4,238,0,581,2024-11-04 23:08:59,0.0,0.0,28.79,0.0,0.0,71.21
90,29.4,246,2,454,2024-11-04 23:09:00,25.19,0.0,29.26,0.0,0.0,45.55
91,30.2,254,0,509,2024-11-04 23:09:01,3.64,0.0,28.57,0.0,0.0,67.79
92,29.9,251,0,548,2024-11-04 23:09:02,0.51,0.0,28.68,0.0,0.0,70.81
93,29.8,250,0,574,2024-11-04 23:09:03,0.26,0.0,28.83,0.51,0.0,70.41
94,29.6,249,2,414,2024-11-04 23:09:04,0.0,0.0,29.16,0.0,0.0,70.84
95,29.9,251,0,460,2024-11-04 23:09:05,0.76,0.0,29.55,0.0,0.0,69.7
96,29.4,246,0,503,2024-11-04 23:09:06,0.77,0.0,28.32,0.0,0.0,70.92
97,28.5,239,0,541,2024-11-04 23:09:07,7.91,0.0,29.59,0.0,0.0,62.5
98,29.1,244,0,576,2024-11-04 23:09:08,20.66,0.0,29.59,0.51,0.0,49.23
99,29.4,246,0,612,2024-11-04 23:09:09,0.0,0.0,28.83,0.0,0.0,71.17
100,29.5,247,2,492,2024-11-04 23:09:10,0.76,0.0,29.11,0.0,0.0,70.13
101,29.8,250,0,542,2024-11-04 23:09:11,0.51,0.0,29.37,0.0,0.0,70.13
102,29.4,246,0,575,2024-11-04 23:09:12,0.51,0.0,29.34,0.0,0.0,70.15
103,29.9,251,2,423,2024-11-04 23:09:13,0.26,0.0,29.08,0.0,0.0,70.66
104,28.6,240,0,468,2024-11-04 23:09:14,0.26,0.0,28.64,0.77,0.0,70.33
105,29.2,245,0,508,2024-11-04 23:09:15,16.41,0.0,28.97,0.0,0.0,54.62
106,29.5,247,0,547,2024-11-04 23:09:16,12.56,0.0,30.51,0.0,0.0,56.92
107,29.0,243,0,583,2024-11-04 23:09:17,0.26,0.0,29.08,0.0,0.0,70.66
108,29.6,249,5,452,2024-11-04 23:09:18,0.26,0.0,28.9,0.0,0.0,70.84
109,29.5,247,0,509,2024-11-04 23:09:19,0.5,0.0,30.25,0.5,0.0,68.75
110,29.8,250,0,550,2024-11-04 23:09:20,1.01,0.0,30.98,0.0,0.0,68.01
111,28.1,236,0,576,2024-11-04 23:09:21,0.26,0.0,28.05,0.0,0.0,71.69
112,27.0,227,0,591,2024-11-04 23:09:22,1.02,0.0,28.93,0.0,0.0,70.05
113,29.6,248,1,460,2024-11-04 23:09:23,23.66,0.0,30.79,0.0,0.0,45.55
114,29.4,246,0,517,2024-11-04 23:09:24,5.41,0.0,28.35,0.26,0.0,65.98
115,29.9,251,0,557,2024-11-04 23:09:25,0.51,0.0,28.93,0.0,0.0,70.56
116,29.9,251,0,583,2024-11-04 23:09:26,0.77,0.0,28.57,0.0,0.0,70.66
117,29.6,248,1,435,2024-11-04 23:09:27,0.76,0.0,28.5,0.0,0.0,70.74
118,29.4,246,0,479,2024-11-04 23:09:28,0.25,0.0,30.58,0.0,0.0,69.17
119,29.1,244,0,519,2024-11-04 23:09:29,0.26,0.0,29.16,0.26,0.0,70.33
120,28.4,238,0,556,2024-11-04 23:09:30,5.81,0.0,29.55,0.0,0.0,64.65
121,29.4,246,1,564,2024-11-04 23:09:31,22.76,0.0,29.67,0.0,0.0,47.57
122,29.9,251,0,479,2024-11-04 23:09:32,0.0,0.0,29.77,0.0,0.0,70.23
123,29.9,251,0,526,2024-11-04 23:09:33,0.51,0.0,28.21,0.0,0.0,71.28
124,29.9,251,0,559,2024-11-04 23:09:34,0.26,0.0,28.09,0.26,0.0,71.39
125,29.9,251,0,579,2024-11-04 23:09:35,0.26,0.0,28.97,0.0,0.0,70.77
126,29.9,251,2,435,2024-11-04 23:09:36,0.52,0.0,28.35,0.0,0.0,71.13
127,29.0,243,0,479,2024-11-04 23:09:37,0.25,0.0,29.19,0.0,0.0,70.56
128,28.8,241,0,518,2024-11-04 23:09:38,14.65,0.0,28.53,0.0,0.0,56.81
129,29.9,251,0,557,2024-11-04 23:09:39,14.65,0.0,30.85,0.0,0.0,54.5
130,30.1,253,1,413,2024-11-04 23:09:40,0.26,0.0,28.64,0.0,0.0,71.1
131,29.8,249,0,478,2024-11-04 23:09:41,0.0,0.0,28.9,0.0,0.0,71.1
132,28.5,239,0,526,2024-11-04 23:09:42,0.26,0.0,28.05,0.0,0.0,71.69
133,28.9,242,0,559,2024-11-04 23:09:43,0.26,0.0,29.05,0.0,0.0,70.69
134,28.1,236,0,577,2024-11-04 23:09:44,7.18,0.0,29.23,0.26,0.0,63.33
135,30.0,252,3,426,2024-11-04 23:09:45,21.37,0.0,29.26,0.0,0.0,49.36
136,29.6,249,0,484,2024-11-04 23:09:46,0.25,0.0,29.26,0.0,0.0,70.48
137,29.6,249,0,532,2024-11-04 23:09:47,0.0,0.0,26.58,0.26,0.0,73.16
138,29.9,251,0,565,2024-11-04 23:09:48,0.26,0.0,28.68,1.55,0.0,69.51
139,29.9,251,0,584,2024-11-04 23:09:49,0.26,0.0,29.08,0.26,0.0,70.41
140,30.0,252,3,441,2024-11-04 23:09:50,0.0,0.0,28.68,0.0,0.0,71.32
141,29.0,243,0,484,2024-11-04 23:09:51,0.77,0.0,28.39,0.0,0.0,70.84
142,28.9,242,0,524,2024-11-04 23:09:52,17.05,0.0,29.26,0.0,0.0,53.69
143,29.9,251,0,562,2024-11-04 23:09:53,11.54,0.0,29.23,0.26,0.0,58.97
144,29.8,250,1,420,2024-11-04 23:09:54,0.51,0.0,29.08,0.0,0.0,70.41
145,29.9,251,0,485,2024-11-04 23:09:55,0.77,0.0,28.32,0.0,0.0,70.92
146,29.9,251,0,532,2024-11-04 23:09:56,0.26,0.0,28.72,0.0,0.0,71.03
147,29.9,251,0,562,2024-11-04 23:09:57,0.26,0.0,29.16,0.0,0.0,70.59
148,28.9,242,180,412,2024-11-04 23:09:58,0.51,0.0,28.64,0.0,0.0,70.84
149,28.6,240,0,455,2024-11-04 23:09:59,0.25,0.0,28.25,0.25,0.0,71.25
150,29.5,247,0,499,2024-11-04 23:10:00,24.62,0.0,29.49,0.0,0.0,45.9
151,29.9,251,0,538,2024-11-04 23:10:01,4.31,0.0,28.93,0.76,0.0,65.99
152,28.4,238,151,432,2024-11-04 23:10:02,1.52,0.0,29.95,0.0,0.0,68.53
153,29.9,251,0,479,2024-11-04 23:10:03,0.25,0.0,28.17,0.0,0.0,71.57
154,29.4,246,0,511,2024-11-04 23:10:04,0.26,0.0,28.64,0.0,0.0,71.1
155,29.9,251,0,546,2024-11-04 23:10:05,0.0,0.0,28.5,0.0,0.0,71.5
156,29.4,246,0,581,2024-11-04 23:10:06,0.26,0.0,28.28,0.0,0.0,71.47
157,27.6,232,1,459,2024-11-04 23:10:07,7.53,0.0,28.57,0.26,0.0,63.64
158,29.8,250,0,513,2024-11-04 23:10:08,21.83,0.0,30.71,0.0,0.0,47.46
159,29.8,250,0,550,2024-11-04 23:10:09,0.25,0.0,30.08,0.0,0.0,69.67
160,29.8,250,0,572,2024-11-04 23:10:10,0.0,0.0,28.9,0.0,0.0,71.1
161,29.6,249,1,417,2024-11-04 23:10:11,0.26,0.0,28.28,0.0,0.0,71.47
162,29.8,250,0,464,2024-11-04 23:10:12,0.26,0.0,27.79,0.26,0.0,71.69
163,29.4,246,0,504,2024-11-04 23:10:13,0.26,0.0,28.97,0.0,0.0,70.77
164,28.9,242,0,542,2024-11-04 23:10:14,0.51,0.0,27.76,0.0,0.0,71.72
165,28.9,242,0,579,2024-11-04 23:10:15,15.13,0.0,29.49,0.0,0.0,55.38
166,30.0,252,6,450,2024-11-04 23:10:16,13.37,0.0,28.79,0.0,0.0,57.84
167,29.9,251,0,508,2024-11-04 23:10:17,0.0,0.0,28.42,0.26,0.0,71.32
168,29.9,251,0,548,2024-11-04 23:10:18,0.51,0.0,28.32,0.0,0.0,71.17
169,29.4,246,0,575,2024-11-04 23:10:19,0.0,0.0,28.35,0.0,0.0,71.65
170,29.4,246,0,593,2024-11-04 23:10:20,0.0,0.0,29.59,0.0,0.0,70.41
171,29.8,250,3,457,2024-11-04 23:10:21,0.77,0.0,29.49,0.0,0.0,69.74
172,29.6,249,0,500,2024-11-04 23:10:22,0.52,0.0,29.9,0.0,0.0,69.59
173,30.0,252,0,540,2024-11-04 23:10:23,0.76,0.0,29.77,2.8,0.0,66.67
174,29.9,251,0,577,2024-11-04 23:10:24,0.0,0.0,29.31,0.0,0.0,70.69
175,30.0,252,1,452,2024-11-04 23:10:25,0.51,0.0,27.76,0.0,0.0,71.72
176,29.1,244,9,354,2024-11-04 23:10:26,0.51,0.0,28.57,0.0,0.0,70.92
177,30.1,253,0,407,2024-11-04 23:10:27,0.0,0.0,28.42,0.0,0.0,71.58
178,30.0,252,0,455,2024-11-04 23:10:28,0.76,0.0,29.22,0.25,0.0,69.77
179,29.2,245,6,348,2024-11-04 23:10:29,0.51,0.0,28.9,0.0,0.0,70.59
180,29.1,244,5,307,2024-11-04 23:10:30,0.5,0.0,29.72,0.0,0.0,69.77
181,29.9,251,0,368,2024-11-04 23:10:31,0.0,0.0,26.82,0.0,0.0,73.18
182,29.9,251,0,420,2024-11-04 23:10:32,0.26,0.0,27.79,0.0,0.0,71.95
183,29.9,251,0,466,2024-11-04 23:10:33,0.5,0.0,29.22,0.25,0.0,70.03
184,29.9,251,0,509,2024-11-04 23:10:34,0.25,0.0,29.19,0.0,0.0,70.56
185,29.4,246,0,548,2024-11-04 23:10:35,0.0,0.0,29.08,0.0,0.0,70.92
186,29.9,251,0,585,2024-11-04 23:10:36,0.51,0.0,29.08,0.0,0.0,70.41
187,29.5,247,5,470,2024-11-04 23:10:37,0.0,0.0,28.9,0.0,0.0,71.1
188,29.9,251,0,518,2024-11-04 23:10:38,0.77,0.0,28.79,0.0,0.0,70.44
189,29.4,246,134,411,2024-11-04 23:10:39,0.26,0.0,28.46,0.0,0.0,71.28
190,29.8,250,0,459,2024-11-04 23:10:40,0.26,0.0,28.06,0.0,0.0,71.68
191,29.4,246,0,500,2024-11-04 23:10:41,0.26,0.0,29.08,0.0,0.0,70.66
192,30.0,252,0,541,2024-11-04 23:10:42,1.01,0.0,31.66,0.0,0.0,67.34
193,28.9,242,151,437,2024-11-04 23:10:43,0.51,0.0,28.9,0.0,0.0,70.59
194,29.9,251,0,481,2024-11-04 23:10:44,1.26,0.0,28.54,1.52,0.0,68.69
195,29.9,251,0,512,2024-11-04 23:10:45,0.26,0.0,28.35,0.0,0.0,71.39
196,29.8,250,0,550,2024-11-04 23:10:46,0.26,0.0,28.83,0.0,0.0,70.92
197,28.6,240,0,584,2024-11-04 23:10:47,0.26,0.0,28.02,0.0,0.0,71.72
198,30.1,253,5,459,2024-11-04 23:10:48,0.26,0.0,29.41,0.0,0.0,70.33
199,29.9,251,0,513,2024-11-04 23:10:49,0.0,0.0,29.19,0.51,0.0,70.3
200,29.8,250,0,552,2024-11-04 23:10:50,0.26,0.0,28.17,0.0,0.0,71.58
201,27.8,233,0,577,2024-11-04 23:10:51,0.51,0.0,28.75,0.0,0.0,70.74
202,27.6,232,0,591,2024-11-04 23:10:52,15.6,0.0,29.67,0.0,0.0,54.73
203,29.0,243,197,469,2024-11-04 23:10:53,12.82,0.0,29.23,0.0,0.0,57.95
204,30.4,255,0,522,2024-11-04 23:10:54,0.51,0.0,26.99,0.0,0.0,72.49
205,29.9,251,0,559,2024-11-04 23:10:55,0.26,0.0,28.53,0.26,0.0,70.95
206,29.8,250,0,581,2024-11-04 23:10:56,0.26,0.0,28.83,0.0,0.0,70.92
207,29.6,249,2,426,2024-11-04 23:10:57,0.52,0.0,28.24,0.0,0.0,71.24
208,30.0,252,0,471,2024-11-04 23:10:58,0.0,0.0,28.79,0.0,0.0,71.21
209,28.1,236,0,511,2024-11-04 23:10:59,1.53,0.0,28.83,0.0,0.0,69.64
210,29.8,250,0,550,2024-11-04 23:11:00,25.58,0.0,28.9,0.0,0.0,45.52
211,29.2,245,0,586,2024-11-04 23:11:01,2.3,0.0,29.85,0.0,0.0,67.86
212,29.8,250,1,469,2024-11-04 23:11:02,0.77,0.0,29.85,0.0,0.0,69.39
213,28.9,242,13,363,2024-11-04 23:11:03,0.26,0.0,28.46,0.0,0.0,71.28
214,29.5,247,0,413,2024-11-04 23:11:04,0.26,0.0,28.9,0.0,0.0,70.84
215,29.9,251,0,460,2024-11-04 23:11:05,0.26,0.0,28.24,0.0,0.0,71.5
216,28.9,242,0,502,2024-11-04 23:11:06,0.0,0.0,29.62,0.25,0.0,70.13
217,29.0,243,0,540,2024-11-04 23:11:07,10.28,0.0,28.79,0.0,0.0,60.93
218,30.2,254,0,577,2024-11-04 23:11:08,18.88,0.0,29.34,0.0,0.0,51.79
219,29.5,247,4,447,2024-11-04 23:11:09,0.0,0.0,28.64,0.0,0.0,71.36
220,29.9,251,0,505,2024-11-04 23:11:10,0.51,0.0,28.64,0.0,0.0,70.84
221,29.9,251,0,546,2024-11-04 23:11:11,0.25,0.0,29.26,0.0,0.0,70.48
222,29.9,251,0,571,2024-11-04 23:11:12,0.51,0.0,28.46,0.26,0.0,70.77
223,29.4,246,0,591,2024-11-04 23:11:13,0.51,0.0,28.64,0.0,0.0,70.84
224,28.4,238,2,455,2024-11-04 23:11:14,0.0,0.0,28.61,0.0,0.0,71.39
225,29.6,249,0,498,2024-11-04 23:11:15,18.41,0.0,29.92,0.0,0.0,51.66
226,29.6,249,0,537,2024-11-04 23:11:16,10.2,0.0,29.08,0.0,0.0,60.71
227,29.1,244,0,574,2024-11-04 23:11:17,0.26,0.0,28.83,0.0,0.0,70.92
228,29.8,250,2,435,2024-11-04 23:11:18,0.52,0.0,29.38,0.0,0.0,70.1
229,29.6,249,0,497,2024-11-04 23:11:19,0.0,0.0,27.42,0.0,0.0,72.58
230,28.8,241,118,397,2024-11-04 23:11:20,0.51,0.0,30.05,0.0,0.0,69.44
231,29.1,244,0,445,2024-11-04 23:11:21,0.5,0.0,27.96,0.0,0.0,71.54
232,28.1,236,0,487,2024-11-04 23:11:22,2.56,0.0,30.69,0.26,0.0,66.5
233,29.2,245,0,527,2024-11-04 23:11:23,25.32,0.0,29.16,0.0,0.0,45.52
234,28.5,239,149,417,2024-11-04 23:11:24,1.02,0.0,29.44,0.0,0.0,69.54
235,30.0,252,0,469,2024-11-04 23:11:25,0.25,0.0,28.35,0.0,0.0,71.39
236,29.9,251,0,502,2024-11-04 23:11:26,0.26,0.0,28.64,0.0,0.0,71.1
237,29.8,250,0,537,2024-11-04 23:11:27,0.26,0.0,29.08,0.26,0.0,70.41
238,29.9,251,0,575,2024-11-04 23:11:28,0.26,0.0,28.79,0.0,0.0,70.95
239,28.9,242,1,446,2024-11-04 23:11:29,0.25,0.0,28.93,0.0,0.0,70.81
240,28.8,241,0,503,2024-11-04 23:11:30,10.54,0.0,29.05,0.0,0.0,60.41
241,28.1,236,123,399,2024-11-04 23:11:31,18.88,0.0,28.83,0.0,0.0,52.3
242,29.8,250,0,449,2024-11-04 23:11:32,0.51,0.0,28.24,0.0,0.0,71.25
243,30.0,252,0,493,2024-11-04 23:11:33,0.26,0.0,28.64,0.51,0.0,70.59
244,29.6,249,0,533,2024-11-04 23:11:34,0.25,0.0,28.93,0.0,0.0,70.81
245,30.0,252,0,570,2024-11-04 23:11:35,0.0,0.0,30.26,1.79,0.0,67.95
246,29.5,247,3,438,2024-11-04 23:11:36,0.26,0.0,28.35,0.0,0.0,71.39
247,28.9,242,0,498,2024-11-04 23:11:37,0.26,0.0,28.46,0.0,0.0,71.28
248,29.0,243,0,541,2024-11-04 23:11:38,19.33,0.0,28.61,0.26,0.0,51.8
249,29.9,251,0,567,2024-11-04 23:11:39,10.26,0.0,28.72,0.0,0.0,61.03
250,29.9,251,0,584,2024-11-04 23:11:40,0.25,0.0,28.75,0.0,0.0,70.99
251,29.5,247,1,447,2024-11-04 23:11:41,0.25,0.0,29.37,0.0,0.0,70.38
252,29.9,251,0,492,2024-11-04 23:11:42,0.25,0.0,29.77,0.0,0.0,69.97
253,29.2,245,7,377,2024-11-04 23:11:43,0.26,0.0,28.64,0.26,0.0,70.84
254,28.0,235,0,433,2024-11-04 23:11:44,7.71,0.0,28.28,0.0,0.0,64.01
255,29.9,251,0,474,2024-11-04 23:11:45,20.66,0.0,29.59,0.0,0.0,49.74
256,29.9,251,0,508,2024-11-04 23:11:46,0.26,0.0,26.7,0.0,0.0,73.04
257,29.9,251,0,547,2024-11-04 23:11:47,0.51,0.0,29.11,0.0,0.0,70.38
258,29.8,250,0,584,2024-11-04 23:11:48,0.51,0.0,28.68,0.25,0.0,70.56
259,29.6,249,1,464,2024-11-04 23:11:49,0.26,0.0,28.35,0.0,0.0,71.39
260,29.9,251,0,516,2024-11-04 23:11:50,0.26,0.0,28.87,0.0,0.0,70.88
261,28.9,242,0,551,2024-11-04 23:11:51,0.0,0.0,28.83,0.0,0.0,71.17
262,29.2,245,0,574,2024-11-04 23:11:52,18.83,0.0,29.77,0.0,0.0,51.4
263,30.1,253,3,422,2024-11-04 23:11:53,9.82,0.0,28.17,0.0,0.0,62.02
264,29.8,250,0,485,2024-11-04 23:11:54,0.26,0.0,28.09,0.0,0.0,71.65
265,29.9,251,0,532,2024-11-04 23:11:55,0.25,0.0,28.35,0.0,0.0,71.39
266,29.4,246,0,562,2024-11-04 23:11:56,0.26,0.0,29.23,0.0,0.0,70.51
267,28.9,242,0,581,2024-11-04 23:11:57,0.26,0.0,28.35,0.0,0.0,71.39
268,29.1,244,2,441,2024-11-04 23:11:58,0.52,0.0,27.27,0.0,0.0,72.21
269,28.5,239,0,484,2024-11-04 23:11:59,3.34,0.0,28.79,0.0,0.0,67.87
270,29.4,246,0,524,2024-11-04 23:12:00,25.32,0.0,29.41,0.0,0.0,45.27
271,29.9,251,0,562,2024-11-04 23:12:01,0.76,0.0,29.62,0.0,0.0,69.62
272,29.8,250,1,423,2024-11-04 23:12:02,0.26,0.0,28.53,0.0,0.0,71.21
273,29.4,246,0,488,2024-11-04 23:12:03,0.0,0.0,28.35,0.0,0.0,71.65
274,29.5,247,0,532,2024-11-04 23:12:04,0.25,0.0,29.62,0.51,0.0,69.62
275,29.4,246,0,562,2024-11-04 23:12:05,0.26,0.0,29.34,0.0,0.0,70.41
276,28.8,241,0,580,2024-11-04 23:12:06,0.0,0.0,28.9,0.0,0.0,71.1
277,28.8,241,1,442,2024-11-04 23:12:07,11.59,0.0,30.98,0.0,0.0,57.43
278,29.4,246,0,485,2024-11-04 23:12:08,18.27,0.0,29.95,0.0,0.0,51.78
279,29.4,246,0,526,2024-11-04 23:12:09,0.52,0.0,27.65,0.26,0.0,71.58
280,29.5,247,0,564,2024-11-04 23:12:10,0.77,0.0,27.76,0.0,0.0,71.47
281,27.9,234,0,598,2024-11-04 23:12:11,0.26,0.0,29.23,0.51,0.0,70.0
282,28.5,239,0,629,2024-11-04 23:12:12,0.26,0.0,29.05,0.0,0.0,70.69
283,28.4,238,1,489,2024-11-04 23:12:13,0.25,0.0,29.77,0.0,0.0,69.97
284,27.4,230,0,547,2024-11-04 23:12:14,0.25,0.0,29.52,0.25,0.0,69.97
