interval,transfer,bitrate,retr,cwnd,timestamp,%user,%nice,%system,%iowait,%steal,%idle[...]
1830,28.6,240,0,596,2024-11-04 23:38:04,0.25,0.0,30.15,0.0,0.0,69.6
1831,29.1,244,4,455,2024-11-04 23:38:05,0.0,0.0,30.92,0.0,0.0,69.08
1832,29.4,246,0,517,2024-11-04 23:38:06,0.77,0.0,28.72,0.77,0.0,69.74
1833,29.9,251,0,560,2024-11-04 23:38:07,0.51,0.0,28.13,0.0,0.0,71.36
1834,29.9,251,0,590,2024-11-04 23:38:08,22.82,0.0,29.49,0.0,0.0,47.69
1835,30.1,253,1,454,2024-11-04 23:38:09,6.14,0.0,28.9,0.0,0.0,64.96
1836,29.4,246,0,497,2024-11-04 23:38:10,0.52,0.0,28.42,0.0,0.0,71.06
1837,28.5,239,0,535,2024-11-04 23:38:11,0.51,0.0,29.08,7.14,0.0,63.27
1838,29.8,250,0,572,2024-11-04 23:38:12,0.0,0.0,28.79,0.0,0.0,71.21
1839,30.0,252,1,445,2024-11-04 23:38:13,0.25,0.0,30.15,0.0,0.0,69.6
1840,30.0,252,0,502,2024-11-04 23:38:14,0.51,0.0,28.83,0.0,0.0,70.66
1841,29.9,251,0,542,2024-11-04 23:38:15,4.63,0.0,28.79,0.0,0.0,66.58
1842,29.4,246,0,567,2024-11-04 23:38:16,24.81,0.0,28.64,0.26,0.0,46.29
1843,29.1,244,0,589,2024-11-04 23:38:17,0.0,0.0,29.59,0.0,0.0,70.41
1844,28.6,240,2,470,2024-11-04 23:38:18,0.0,0.0,28.17,0.0,0.0,71.83
1845,29.4,246,0,522,2024-11-04 23:38:19,0.0,0.0,27.42,0.0,0.0,72.58
1846,29.4,246,0,556,2024-11-04 23:38:20,0.26,0.0,28.9,0.0,0.0,70.84
1847,29.4,246,0,577,2024-11-04 23:38:21,0.0,0.0,28.68,0.0,0.0,71.32
1848,29.6,249,3,427,2024-11-04 23:38:22,0.76,0.0,29.01,0.51,0.0,69.72
1849,29.9,251,0,490,2024-11-04 23:38:23,14.61,0.0,31.23,0.0,0.0,54.16
1850,29.9,251,0,535,2024-11-04 23:38:24,15.31,0.0,29.08,0.0,0.0,55.61
1851,29.5,247,0,564,2024-11-04 23:38:25,0.26,0.0,29.16,0.0,0.0,70.59
1852,27.2,229,0,581,2024-11-04 23:38:26,0.26,0.0,29.08,0.0,0.0,70.66
1853,28.5,239,0,610,2024-11-04 23:38:27,0.26,0.0,28.53,0.26,0.0,70.95
1854,28.5,239,1,455,2024-11-04 23:38:28,0.51,0.0,29.05,0.0,0.0,70.44
1855,28.9,242,0,522,2024-11-04 23:38:29,0.52,0.0,27.72,0.0,0.0,71.76
1856,29.4,246,0,569,2024-11-04 23:38:30,0.0,0.0,28.17,0.0,0.0,71.83
1857,29.0,243,0,602,2024-11-04 23:38:31,22.98,0.0,29.8,0.0,0.0,47.22
1858,29.4,246,1,463,2024-11-04 23:38:32,6.14,0.0,27.88,0.26,0.0,65.73
1859,29.4,246,0,503,2024-11-04 23:38:33,0.76,0.0,29.47,0.0,0.0,69.77
1860,28.5,239,0,541,2024-11-04 23:38:34,0.0,0.0,28.9,0.0,0.0,71.1
1861,29.4,246,156,431,2024-11-04 23:38:35,0.51,0.0,28.9,0.0,0.0,70.59
1862,29.9,251,0,480,2024-11-04 23:38:36,0.25,0.0,29.7,0.0,0.0,70.05
1863,29.9,251,0,513,2024-11-04 23:38:37,0.52,0.0,27.84,0.26,0.0,71.39
1864,29.8,250,0,546,2024-11-04 23:38:38,6.39,0.0,28.64,0.0,0.0,64.96
1865,29.9,251,0,583,2024-11-04 23:38:39,22.9,0.0,29.77,0.0,0.0,47.33
1866,29.6,249,1,459,2024-11-04 23:38:40,0.77,0.0,28.21,0.0,0.0,71.03
1867,28.9,242,0,513,2024-11-04 23:38:41,0.77,0.0,27.95,0.0,0.0,71.28
1868,28.9,242,0,551,2024-11-04 23:38:42,0.26,0.0,29.41,0.26,0.0,70.08
1869,29.9,251,0,575,2024-11-04 23:38:43,0.51,0.0,28.46,0.0,0.0,71.03
1870,29.9,251,0,594,2024-11-04 23:38:44,0.26,0.0,29.08,0.0,0.0,70.66
1871,29.2,245,2,476,2024-11-04 23:38:45,0.51,0.0,28.72,0.0,0.0,70.77
1872,30.2,254,0,526,2024-11-04 23:38:46,0.0,0.0,28.35,0.0,0.0,71.65
1873,29.9,251,0,560,2024-11-04 23:38:47,1.03,0.0,28.61,0.52,0.0,69.85
1874,29.8,250,0,580,2024-11-04 23:38:48,0.0,0.0,28.9,0.0,0.0,71.1
1875,29.4,246,1,432,2024-11-04 23:38:49,0.25,0.0,29.26,0.0,0.0,70.48
1876,30.4,255,0,478,2024-11-04 23:38:50,0.51,0.0,28.9,0.0,0.0,70.59
1877,29.9,251,0,519,2024-11-04 23:38:51,0.26,0.0,28.9,0.0,0.0,70.84
1878,29.9,251,0,559,2024-11-04 23:38:52,0.26,0.0,30.61,9.69,0.0,59.44
1879,29.9,251,1,416,2024-11-04 23:38:53,1.52,0.0,29.87,0.0,0.0,68.61
1880,29.5,247,0,480,2024-11-04 23:38:54,0.0,0.0,28.72,0.0,0.0,71.28
1881,29.9,251,0,527,2024-11-04 23:38:55,0.26,0.0,28.17,0.0,0.0,71.58
1882,29.8,250,0,560,2024-11-04 23:38:56,0.25,0.0,29.01,0.0,0.0,70.74
1883,29.9,251,0,580,2024-11-04 23:38:57,0.51,0.0,28.32,0.26,0.0,70.92
1884,29.9,251,5,444,2024-11-04 23:38:58,0.26,0.0,28.42,0.0,0.0,71.32
1885,29.0,243,115,351,2024-11-04 23:38:59,0.26,0.0,28.83,0.0,0.0,70.92
1886,30.0,252,0,406,2024-11-04 23:39:00,1.28,0.0,29.41,0.0,0.0,69.31
1887,29.9,251,0,454,2024-11-04 23:39:01,1.01,0.0,28.79,0.0,0.0,70.2
1888,29.8,250,0,497,2024-11-04 23:39:02,0.0,0.0,28.72,0.51,0.0,70.77
1889,29.9,251,0,537,2024-11-04 23:39:03,0.0,0.0,29.16,0.0,0.0,70.84
1890,29.9,251,0,574,2024-11-04 23:39:04,0.26,0.0,28.72,0.0,0.0,71.03
1891,30.0,252,3,444,2024-11-04 23:39:05,0.26,0.0,28.9,0.0,0.0,70.84
1892,29.9,251,0,503,2024-11-04 23:39:06,0.51,0.0,28.79,0.0,0.0,70.69
1893,29.9,251,0,543,2024-11-04 23:39:07,0.0,0.0,29.16,0.0,0.0,70.84
1894,29.9,251,0,571,2024-11-04 23:39:08,0.77,0.0,29.59,0.0,0.0,69.64
1895,29.8,250,0,589,2024-11-04 23:39:09,0.51,0.0,28.86,0.0,0.0,70.63
1896,29.6,249,3,470,2024-11-04 23:39:10,0.26,0.0,28.42,0.0,0.0,71.32
1897,30.4,255,0,521,2024-11-04 23:39:11,0.51,0.0,28.46,0.0,0.0,71.03
1898,29.5,247,0,556,2024-11-04 23:39:12,0.77,0.0,29.82,1.29,0.0,68.12
1899,29.2,245,0,577,2024-11-04 23:39:13,0.5,0.0,29.97,0.0,0.0,69.52
1900,29.4,246,1,427,2024-11-04 23:39:14,0.0,0.0,29.19,0.0,0.0,70.81
1901,29.5,247,0,473,2024-11-04 23:39:15,7.44,0.0,27.95,0.0,0.0,64.62
1902,29.6,249,3,366,2024-11-04 23:39:16,21.88,0.0,29.01,0.0,0.0,49.11
1903,29.1,244,44,298,2024-11-04 23:39:17,0.26,0.0,28.72,0.0,0.0,71.03
1904,28.0,235,0,356,2024-11-04 23:39:18,0.26,0.0,28.83,0.0,0.0,70.92
1905,29.2,245,0,409,2024-11-04 23:39:19,0.0,0.0,29.01,0.0,0.0,70.99
1906,29.9,251,0,457,2024-11-04 23:39:20,0.51,0.0,29.62,0.0,0.0,69.87
1907,29.8,250,0,500,2024-11-04 23:39:21,0.0,0.0,28.68,0.0,0.0,71.32
1908,29.9,251,0,540,2024-11-04 23:39:22,1.03,0.0,28.94,0.0,0.0,70.03
1909,29.9,251,0,577,2024-11-04 23:39:23,14.14,0.0,29.31,0.51,0.0,56.04
1910,29.8,250,1,447,2024-11-04 23:39:24,14.43,0.0,29.62,0.0,0.0,55.95
1911,29.6,249,0,504,2024-11-04 23:39:25,0.26,0.0,27.49,0.0,0.0,72.25
1912,27.9,234,0,546,2024-11-04 23:39:26,0.26,0.0,27.53,0.0,0.0,72.21
1913,29.4,246,0,571,2024-11-04 23:39:27,0.25,0.0,29.37,0.0,0.0,70.38
1914,29.9,251,0,588,2024-11-04 23:39:28,0.0,0.0,28.68,0.0,0.0,71.32
1915,29.8,250,1,452,2024-11-04 23:39:29,0.0,0.0,29.05,0.0,0.0,70.95
1916,29.9,251,0,497,2024-11-04 23:39:30,0.26,0.0,28.35,0.0,0.0,71.39
1917,29.4,246,0,536,2024-11-04 23:39:31,21.99,0.0,28.39,0.0,0.0,49.62
1918,29.9,251,0,574,2024-11-04 23:39:32,7.71,0.0,28.79,0.0,0.0,63.5
1919,29.1,244,1,445,2024-11-04 23:39:33,0.0,0.0,28.09,0.0,0.0,71.91
1920,27.9,234,0,502,2024-11-04 23:39:34,0.26,0.0,28.53,0.26,0.0,70.95
1921,29.9,251,0,542,2024-11-04 23:39:35,0.26,0.0,25.84,0.0,0.0,73.9
1922,29.9,251,0,569,2024-11-04 23:39:36,0.26,0.0,28.35,0.0,0.0,71.39
1923,29.8,250,40,420,2024-11-04 23:39:37,0.26,0.0,28.83,0.0,0.0,70.92
1924,29.4,246,0,465,2024-11-04 23:39:38,3.83,0.0,29.08,0.0,0.0,67.09
1925,30.0,252,0,507,2024-11-04 23:39:39,25.06,0.0,28.9,0.26,0.0,45.78
1926,29.9,251,0,547,2024-11-04 23:39:40,0.26,0.0,28.17,0.0,0.0,71.58
1927,29.1,244,0,583,2024-11-04 23:39:41,0.0,0.0,28.17,0.0,0.0,71.83
1928,28.9,242,2,460,2024-11-04 23:39:42,1.02,0.0,29.85,0.0,0.0,69.13
1929,29.9,251,0,513,2024-11-04 23:39:43,1.01,0.0,29.8,0.0,0.0,69.19
1930,29.8,250,0,550,2024-11-04 23:39:44,0.0,0.0,28.46,0.26,0.0,71.28
1931,29.4,246,0,572,2024-11-04 23:39:45,23.98,0.0,29.59,0.0,0.0,46.43
1932,30.0,252,4,417,2024-11-04 23:39:46,4.64,0.0,28.35,0.0,0.0,67.01
1933,29.0,243,0,481,2024-11-04 23:39:47,0.76,0.0,28.86,0.0,0.0,70.38
1934,27.9,234,0,529,2024-11-04 23:39:48,0.25,0.0,29.7,0.51,0.0,69.54
1935,29.4,246,0,561,2024-11-04 23:39:49,0.76,0.0,29.47,0.0,0.0,69.77
1936,29.8,250,0,581,2024-11-04 23:39:50,0.26,0.0,28.57,0.26,0.0,70.92
1937,29.5,247,7,430,2024-11-04 23:39:51,0.0,0.0,28.9,0.0,0.0,71.1
1938,29.4,246,0,475,2024-11-04 23:39:52,7.44,0.0,28.72,0.0,0.0,63.85
1939,28.6,240,113,373,2024-11-04 23:39:53,21.68,0.0,28.83,0.0,0.0,49.49
1940,29.8,250,0,423,2024-11-04 23:39:54,0.26,0.0,28.17,0.0,0.0,71.58
1941,29.0,243,0,469,2024-11-04 23:39:55,0.26,0.0,28.53,0.26,0.0,70.95
1942,28.9,242,0,509,2024-11-04 23:39:56,0.26,0.0,28.46,0.0,0.0,71.28
1943,29.9,251,0,548,2024-11-04 23:39:57,0.0,0.0,28.42,0.0,0.0,71.58
1944,29.8,250,0,585,2024-11-04 23:39:58,0.51,0.0,29.37,0.0,0.0,70.13
1945,29.9,251,1,468,2024-11-04 23:39:59,0.0,0.0,28.61,0.0,0.0,71.39
1946,29.9,251,0,518,2024-11-04 23:40:00,14.21,0.0,29.95,0.25,0.0,55.58
1947,29.6,249,0,553,2024-11-04 23:40:01,14.36,0.0,29.23,0.0,0.0,56.41
1948,29.4,246,0,576,2024-11-04 23:40:02,0.77,0.0,29.92,0.0,0.0,69.31
1949,28.4,238,1,423,2024-11-04 23:40:03,0.26,0.0,29.34,0.0,0.0,70.41
1950,29.4,246,0,468,2024-11-04 23:40:04,0.0,0.0,28.09,0.0,0.0,71.91
1951,29.9,251,0,509,2024-11-04 23:40:05,0.51,0.0,29.44,7.11,0.0,62.94
1952,29.9,251,0,548,2024-11-04 23:40:06,0.26,0.0,29.08,0.0,0.0,70.66
1953,29.9,251,0,585,2024-11-04 23:40:07,0.51,0.0,29.37,0.0,0.0,70.13
1954,29.4,246,1,466,2024-11-04 23:40:08,20.77,0.0,30.26,0.0,0.0,48.97
1955,29.8,250,0,518,2024-11-04 23:40:09,8.67,0.0,29.34,0.0,0.0,61.99
1956,29.4,246,0,552,2024-11-04 23:40:10,0.0,0.0,28.5,0.0,0.0,71.5
1957,28.5,239,28,406,2024-11-04 23:40:11,0.25,0.0,29.52,0.0,0.0,70.23
1958,29.9,251,0,452,2024-11-04 23:40:12,0.0,0.0,27.51,0.0,0.0,72.49
1959,29.8,250,0,497,2024-11-04 23:40:13,0.52,0.0,28.42,0.0,0.0,71.06
1960,29.1,244,137,384,2024-11-04 23:40:14,0.0,0.0,28.53,0.0,0.0,71.47
1961,29.4,246,0,438,2024-11-04 23:40:15,4.85,0.0,29.08,0.51,0.0,65.56
1962,29.9,251,0,478,2024-11-04 23:40:16,24.17,0.0,29.26,0.0,0.0,46.56
1963,29.9,251,0,516,2024-11-04 23:40:17,0.0,0.0,29.08,0.0,0.0,70.92
1964,29.4,246,0,553,2024-11-04 23:40:18,0.51,0.0,27.62,0.0,0.0,71.87
1965,28.9,242,0,588,2024-11-04 23:40:19,0.25,0.0,28.93,0.0,0.0,70.81
1966,29.1,244,93,321,2024-11-04 23:40:20,0.0,0.0,28.2,0.0,0.0,71.8
1967,30.0,252,0,383,2024-11-04 23:40:21,0.51,0.0,28.32,0.0,0.0,71.17
1968,29.9,251,0,435,2024-11-04 23:40:22,0.0,0.0,28.9,0.0,0.0,71.1
1969,29.4,246,0,479,2024-11-04 23:40:23,12.94,0.0,28.93,0.0,0.0,58.12
1970,29.9,251,0,521,2024-11-04 23:40:24,16.28,0.0,29.77,0.0,0.0,53.94
1971,29.9,251,0,559,2024-11-04 23:40:25,0.26,0.0,28.9,0.51,0.0,70.33
1972,27.1,228,19,446,2024-11-04 23:40:26,0.76,0.0,28.86,0.0,0.0,70.38
1973,28.5,239,0,495,2024-11-04 23:40:27,0.0,0.0,28.79,0.0,0.0,71.21
1974,29.4,246,0,529,2024-11-04 23:40:28,0.26,0.0,28.53,0.0,0.0,71.21
1975,29.4,246,0,550,2024-11-04 23:40:29,0.51,0.0,28.64,0.0,0.0,70.84
1976,29.4,246,0,584,2024-11-04 23:40:30,0.51,0.0,29.08,0.0,0.0,70.41
1977,29.0,243,3,446,2024-11-04 23:40:31,21.63,0.0,29.26,0.0,0.0,49.11
1978,29.9,251,0,507,2024-11-04 23:40:32,7.4,0.0,29.08,0.0,0.0,63.52
1979,29.6,249,0,550,2024-11-04 23:40:33,0.26,0.0,28.35,0.0,0.0,71.39
1980,28.4,238,0,579,2024-11-04 23:40:34,0.0,0.0,28.09,0.0,0.0,71.91
1981,30.1,253,1,428,2024-11-04 23:40:35,0.51,0.0,28.28,0.26,0.0,70.95
1982,29.9,251,0,475,2024-11-04 23:40:36,0.0,0.0,29.31,0.0,0.0,70.69
1983,30.0,252,0,517,2024-11-04 23:40:37,0.76,0.0,28.75,0.0,0.0,70.48
1984,30.0,252,0,555,2024-11-04 23:40:38,5.87,0.0,29.08,0.0,0.0,65.05
1985,28.9,242,0,590,2024-11-04 23:40:39,24.05,0.0,30.38,0.0,0.0,45.57
1986,29.2,245,1,444,2024-11-04 23:40:40,0.51,0.0,28.57,0.51,0.0,70.41
1987,28.8,241,0,508,2024-11-04 23:40:41,0.26,0.0,28.35,0.0,0.0,71.39
1988,29.1,244,0,553,2024-11-04 23:40:42,0.26,0.0,28.97,0.0,0.0,70.77
1989,29.5,247,0,585,2024-11-04 23:40:43,0.26,0.0,28.28,0.0,0.0,71.47
1990,29.5,247,1,445,2024-11-04 23:40:44,0.26,0.0,28.46,0.0,0.0,71.28
1991,29.9,251,0,489,2024-11-04 23:40:45,24.49,0.0,30.3,0.0,0.0,45.2
1992,29.6,249,0,529,2024-11-04 23:40:46,4.36,0.0,28.97,0.0,0.0,66.67
1993,29.0,243,0,565,2024-11-04 23:40:47,0.25,0.0,29.37,0.0,0.0,70.38
1994,27.5,231,0,598,2024-11-04 23:40:48,0.5,0.0,29.9,0.0,0.0,69.6
1995,29.2,245,3,446,2024-11-04 23:40:49,0.0,0.0,28.17,0.0,0.0,71.83
1996,29.4,246,0,513,2024-11-04 23:40:50,0.5,0.0,29.97,0.5,0.0,69.02
1997,29.4,246,0,561,2024-11-04 23:40:51,0.26,0.0,27.13,0.0,0.0,72.61
1998,28.9,242,0,594,2024-11-04 23:40:52,9.46,0.0,29.16,0.0,0.0,61.38
1999,29.8,250,2,441,2024-11-04 23:40:53,19.95,0.0,30.81,0.0,0.0,49.24
2000,29.0,243,87,354,2024-11-04 23:40:54,0.26,0.0,28.53,0.0,0.0,71.21
2001,28.9,242,0,406,2024-11-04 23:40:55,0.26,0.0,28.97,0.0,0.0,70.77
2002,28.9,242,0,452,2024-11-04 23:40:56,0.51,0.0,28.75,0.0,0.0,70.74
2003,30.1,253,0,495,2024-11-04 23:40:57,0.0,0.0,29.09,10.65,0.0,60.26
2004,30.1,253,0,536,2024-11-04 23:40:58,0.25,0.0,29.01,0.0,0.0,70.74
2005,29.6,249,0,574,2024-11-04 23:40:59,0.0,0.0,28.97,0.0,0.0,71.03
2006,29.8,250,1,447,2024-11-04 23:41:00,17.09,0.0,29.34,0.0,0.0,53.57
2007,29.8,250,0,503,2024-11-04 23:41:01,8.46,0.0,28.72,0.0,0.0,62.82
2008,30.0,252,0,543,2024-11-04 23:41:02,0.26,0.0,28.42,0.0,0.0,71.32
2009,28.4,238,0,567,2024-11-04 23:41:03,0.26,0.0,28.72,0.0,0.0,71.03
2010,29.9,251,0,588,2024-11-04 23:41:04,0.51,0.0,29.37,0.0,0.0,70.13
2011,29.9,251,1,471,2024-11-04 23:41:05,0.51,0.0,29.19,0.0,0.0,70.3
2012,29.8,250,0,522,2024-11-04 23:41:06,0.26,0.0,27.98,0.0,0.0,71.76
2013,29.9,251,0,555,2024-11-04 23:41:07,0.26,0.0,29.05,0.0,0.0,70.69
2014,29.9,251,0,576,2024-11-04 23:41:08,24.49,0.0,30.1,0.26,0.0,45.15
2015,29.6,248,2,430,2024-11-04 23:41:09,0.51,0.0,28.5,0.0,0.0,70.99
2016,29.6,249,0,474,2024-11-04 23:41:10,0.25,0.0,29.52,0.0,0.0,70.23
2017,29.0,243,0,514,2024-11-04 23:41:11,0.77,0.0,28.72,0.51,0.0,70.0
2018,29.8,250,0,553,2024-11-04 23:41:12,0.52,0.0,28.5,0.0,0.0,70.98
2019,29.0,243,0,589,2024-11-04 23:41:13,0.0,0.0,29.02,0.0,0.0,70.98
2020,29.0,243,1,442,2024-11-04 23:41:14,0.51,0.0,28.57,0.0,0.0,70.92
2021,29.2,245,0,507,2024-11-04 23:41:15,6.11,0.0,28.5,0.0,0.0,65.39
2022,30.0,252,0,553,2024-11-04 23:41:16,15.64,0.0,28.72,0.0,0.0,55.64
2023,29.6,249,0,584,2024-11-04 23:41:17,0.51,0.0,28.64,0.26,0.0,70.59
2024,27.5,231,184,449,2024-11-04 23:41:18,0.25,0.0,29.19,0.0,0.0,70.56
2025,29.4,246,0,493,2024-11-04 23:41:19,0.25,0.0,29.19,0.0,0.0,70.56
2026,29.9,251,0,533,2024-11-04 23:41:20,0.25,0.0,29.44,0.0,0.0,70.3
2027,30.4,255,0,570,2024-11-04 23:41:21,0.26,0.0,28.17,0.0,0.0,71.58
2028,29.4,246,3,440,2024-11-04 23:41:22,0.26,0.0,28.35,0.0,0.0,71.39
2029,29.4,246,0,499,2024-11-04 23:41:23,15.38,0.0,28.97,0.0,0.0,55.64
2030,30.4,255,0,541,2024-11-04 23:41:24,6.94,0.0,28.53,0.0,0.0,64.52
2031,29.9,251,0,569,2024-11-04 23:41:25,0.26,0.0,28.21,0.0,0.0,71.54
2032,28.4,238,0,585,2024-11-04 23:41:26,0.76,0.0,28.86,0.0,0.0,70.38
2033,30.1,253,2,465,2024-11-04 23:41:27,0.51,0.0,28.39,0.26,0.0,70.84
2034,29.8,250,0,517,2024-11-04 23:41:28,0.0,0.0,28.31,0.0,0.0,71.69
2035,29.9,251,0,555,2024-11-04 23:41:29,0.25,0.0,29.44,0.0,0.0,70.3
2036,29.9,251,0,577,2024-11-04 23:41:30,0.26,0.0,28.09,0.0,0.0,71.65
2037,30.1,253,2,425,2024-11-04 23:41:31,23.21,0.0,29.85,0.0,0.0,46.94
2038,29.9,251,0,469,2024-11-04 23:41:32,2.31,0.0,28.53,0.26,0.0,68.89
2039,29.4,246,0,511,2024-11-04 23:41:33,0.77,0.0,29.56,0.0,0.0,69.67
2040,28.9,242,0,548,2024-11-04 23:41:34,0.0,0.0,28.53,0.0,0.0,71.47
2041,29.4,247,0,585,2024-11-04 23:41:35,1.02,0.0,29.26,0.0,0.0,69.72
2042,30.0,252,2,459,2024-11-04 23:41:36,0.0,0.0,27.86,0.0,0.0,72.14
2043,29.6,249,0,514,2024-11-04 23:41:37,0.26,0.0,28.46,0.26,0.0,71.03
2044,29.9,251,0,552,2024-11-04 23:41:38,5.88,0.0,28.9,0.0,0.0,65.22
2045,29.4,246,0,577,2024-11-04 23:41:39,19.74,0.0,28.97,0.0,0.0,51.28
2046,30.1,253,1,420,2024-11-04 23:41:40,0.51,0.0,28.39,0.0,0.0,71.1
2047,28.9,242,0,464,2024-11-04 23:41:41,0.26,0.0,27.51,0.0,0.0,72.24
2048,29.4,246,0,505,2024-11-04 23:41:42,0.0,0.0,29.41,0.26,0.0,70.33
2049,29.9,251,0,545,2024-11-04 23:41:43,0.26,0.0,28.72,0.0,0.0,71.03
2050,29.1,244,156,436,2024-11-04 23:41:44,0.0,0.0,28.53,0.0,0.0,71.47
2051,29.9,251,0,483,2024-11-04 23:41:45,22.73,0.0,29.8,0.0,0.0,47.47
2052,29.9,251,0,516,2024-11-04 23:41:46,2.54,0.0,29.19,0.0,0.0,68.27
2053,29.0,243,0,548,2024-11-04 23:41:47,0.0,0.0,28.79,0.51,0.0,70.69
2054,27.9,234,0,583,2024-11-04 23:41:48,0.0,0.0,28.9,0.0,0.0,71.1
2055,28.9,242,1,444,2024-11-04 23:41:49,0.51,0.0,28.32,0.0,0.0,71.17
2056,29.6,249,0,505,2024-11-04 23:41:50,0.51,0.0,28.97,0.0,0.0,70.51
2057,29.6,249,0,548,2024-11-04 23:41:51,0.0,0.0,27.69,0.0,0.0,72.31
2058,30.0,252,0,577,2024-11-04 23:41:52,6.39,0.0,30.95,0.0,0.0,62.66
2059,28.8,241,25,332,2024-11-04 23:41:53,19.08,0.0,29.26,0.0,0.0,51.65
2060,30.0,252,35,358,2024-11-04 23:41:54,0.51,0.0,28.9,0.0,0.0,70.59
2061,28.6,240,0,409,2024-11-04 23:41:55,0.26,0.0,28.83,0.0,0.0,70.92
2062,29.0,243,0,455,2024-11-04 23:41:56,0.25,0.0,29.01,0.0,0.0,70.74
2063,29.8,250,0,499,2024-11-04 23:41:57,0.76,0.0,27.99,0.51,0.0,70.74
2064,29.9,251,0,538,2024-11-04 23:41:58,0.25,0.0,29.52,0.0,0.0,70.23
2065,29.0,243,176,402,2024-11-04 23:41:59,0.25,0.0,29.11,0.0,0.0,70.63
2066,28.9,242,0,466,2024-11-04 23:42:00,14.65,0.0,29.05,0.0,0.0,56.3
2067,28.9,242,0,512,2024-11-04 23:42:01,11.48,0.0,28.83,0.0,0.0,59.69
2068,29.1,244,0,542,2024-11-04 23:42:02,0.0,0.0,29.55,0.0,0.0,70.45
2069,27.9,234,0,561,2024-11-04 23:42:03,0.25,0.0,27.99,0.51,0.0,71.25
2070,29.0,243,6,428,2024-11-04 23:42:04,0.52,0.0,28.5,0.52,0.0,70.47
2071,28.8,241,100,342,2024-11-04 23:42:05,0.26,0.0,28.53,0.0,0.0,71.21
2072,29.9,251,0,397,2024-11-04 23:42:06,0.0,0.0,28.53,0.0,0.0,71.47
2073,29.4,246,0,445,2024-11-04 23:42:07,0.0,0.0,29.16,0.0,0.0,70.84
2074,29.9,251,0,489,2024-11-04 23:42:08,22.56,0.0,28.97,0.0,0.0,48.46
2075,29.9,251,0,529,2024-11-04 23:42:09,3.08,0.0,28.53,0.0,0.0,68.38
2076,29.4,246,0,567,2024-11-04 23:42:10,0.26,0.0,28.21,0.0,0.0,71.54
2077,28.4,238,7,430,2024-11-04 23:42:11,0.26,0.0,28.9,0.0,0.0,70.84
2078,29.9,251,0,490,2024-11-04 23:42:12,0.77,0.0,29.38,0.0,0.0,69.85
2079,29.9,251,0,535,2024-11-04 23:42:13,0.0,0.0,28.9,0.0,0.0,71.1
2080,29.8,250,0,564,2024-11-04 23:42:14,0.77,0.0,28.57,0.51,0.0,70.15
2081,29.9,251,0,581,2024-11-04 23:42:15,3.32,0.0,29.85,0.0,0.0,66.84
2082,29.6,249,1,460,2024-11-04 23:42:16,21.03,0.0,29.23,0.0,0.0,49.74
2083,29.9,251,0,513,2024-11-04 23:42:17,0.51,0.0,28.5,0.0,0.0,70.99
2084,28.9,242,0,550,2024-11-04 23:42:18,0.25,0.0,29.22,0.0,0.0,70.53
2085,29.4,246,0,574,2024-11-04 23:42:19,0.26,0.0,28.46,0.26,0.0,71.03
2086,28.8,241,185,420,2024-11-04 23:42:20,0.0,0.0,28.53,0.0,0.0,71.47
2087,29.8,250,0,466,2024-11-04 23:42:21,0.51,0.0,29.19,0.0,0.0,70.3
2088,29.9,251,0,508,2024-11-04 23:42:22,0.0,0.0,28.35,0.0,0.0,71.65
2089,29.9,251,0,547,2024-11-04 23:42:23,9.87,0.0,29.62,0.0,0.0,60.51
2090,29.9,251,0,584,2024-11-04 23:42:24,15.35,0.0,29.41,0.0,0.0,55.24
2091,30.0,252,1,464,2024-11-04 23:42:25,0.52,0.0,27.65,0.0,0.0,71.83
2092,28.5,239,0,516,2024-11-04 23:42:26,0.51,0.0,27.95,0.0,0.0,71.54
2093,29.9,251,0,551,2024-11-04 23:42:27,0.0,0.0,28.35,0.0,0.0,71.65
2094,29.8,250,0,574,2024-11-04 23:42:28,0.25,0.0,29.7,0.0,0.0,70.05
2095,29.6,248,1,426,2024-11-04 23:42:29,0.25,0.0,30.08,0.5,0.0,69.17
2096,29.8,250,0,488,2024-11-04 23:42:30,0.25,0.0,29.37,0.0,0.0,70.38
2097,30.0,252,0,532,2024-11-04 23:42:31,17.6,0.0,30.36,0.0,0.0,52.04
2098,29.9,251,0,561,2024-11-04 23:42:32,8.18,0.0,29.16,0.0,0.0,62.66
2099,30.0,252,0,580,2024-11-04 23:42:33,0.51,0.0,28.57,0.0,0.0,70.92
2100,28.0,235,1,440,2024-11-04 23:42:34,0.25,0.0,29.01,0.25,0.0,70.48
2101,29.9,251,0,485,2024-11-04 23:42:35,0.25,0.0,29.01,0.0,0.0,70.74
2102,29.9,251,0,526,2024-11-04 23:42:36,0.51,0.0,29.19,0.0,0.0,70.3
2103,30.4,255,0,564,2024-11-04 23:42:37,0.0,0.0,29.44,0.0,0.0,70.56
2104,29.9,251,3,427,2024-11-04 23:42:38,0.26,0.0,29.16,0.0,0.0,70.59
2105,29.9,251,0,489,2024-11-04 23:42:39,25.51,0.0,28.57,0.26,0.0,45.66
2106,29.9,251,0,533,2024-11-04 23:42:40,0.0,0.0,28.97,0.0,0.0,71.03
2107,29.4,246,0,564,2024-11-04 23:42:41,0.26,0.0,28.46,0.0,0.0,71.28
